"SUID","biogrid.ALIASES","biogrid.BIOGRID_ID","biogrid.ENTREZ_GENE","biogrid.OFFICIAL_SYMBOL","biogrid.ORGANISM_ID","biogrid.SYSTEMATIC_NAME","canonicalName","ID","name","selected","shared name"
"759","","119415","51259","TMEM216","9606","HSPC244","TMEM216","51259","TMEM216","false","TMEM216"
"760","","128342","200728","TMEM17","9606",,"TMEM17","200728","TMEM17","false","TMEM17"
"761","JBTS13|TECT1","122738","79600","TCTN1","9606","UNQ9369/PRO34160","TCTN1","79600","TCTN1","false","TCTN1"
"762","COD1|CORDX1|CRD|PCDX|RP15|RP3|XLRP3|orf15","112030","6103","RPGR","9606",,"RPGR","6103","RPGR","false","RPGR"
"763","LBN","126340","132884","EVC2","9606",,"EVC2","132884","EVC2","false","EVC2"
"764","CALT|CEN2","107496","1069","CETN2","9606",,"CETN2","1069","CETN2","false","CETN2"
"765","C3orf34|MOSPGF","124410","84984","CEP19","9606","HSD5","CEP19","84984","CEP19","false","CEP19"
"766","DAP-150|DP-150|P135","108007","1639","DCTN1","9606",,"DCTN1","1639","DCTN1","false","DCTN1"
"767","CAP-1A|CAP1A","126318","132320","SCLT1","9606",,"SCLT1","132320","SCLT1","false","SCLT1"
"768","CORS3|FTM|JBTS7|MKS5|NPHP8|PPP1R134","116911","23322","RPGRIP1L","9606",,"RPGRIP1L","23322","RPGRIP1L","false","RPGRIP1L"
"769","Alb|FBF-1","124465","85302","FBF1","9606",,"FBF1","85302","FBF1","false","FBF1"
"770","CEP1|CEP110|FAN|bA165P4.1","116248","11064","CNTRL","9606","RP11-165P4.1","CNTRL","11064","CNTRL","false","CNTRL"
"771","NPHP15","116561","22897","CEP164","9606",,"CEP164","22897","CEP164","false","CEP164"
"772","C14orf145|C14orf61|LEDP/132","126920","145508","CEP128","9606",,"CEP128","145508","CEP128","false","CEP128"
"773","MCPH4|MCPH9|SCKL5","116642","22995","CEP152","9606",,"CEP152","22995","CEP152","false","CEP152"
"774","C6orf84|KIAA1009|QN1","116506","22832","CEP162","9606","RP1-76K10.1","CEP162","22832","CEP162","false","CEP162"
"775","GlyBP|KIAA0562","115080","9731","CEP104","9606","RP1-286D6.4","CEP104","9731","CEP104","false","CEP104"
"776","C10orf61|JBTS18|OFD4|TECT3","117565","26123","TCTN3","9606","RP11-7D5.3","TCTN3","26123","TCTN3","false","TCTN3"
"777","ACATN|AT-1|AT1|CCHLND|SPG42","114632","9197","SLC33A1","9606",,"SLC33A1","9197","SLC33A1","false","SLC33A1"
"778","C5orf19|SGC32445|SPG72","119459","51308","REEP2","9606",,"REEP2","51308","REEP2","false","REEP2"
"779","C12orf38|MKS8|TECT2","122955","79867","TCTN2","9606",,"TCTN2","79867","TCTN2","false","TCTN2"
"780","BBS13|MES|MKS|POC12","120249","54903","MKS1","9606",,"MKS1","54903","MKS1","false","MKS1"
"781","B9|EPPB9|MKS9|MKSR1","117986","27077","B9D1","9606",,"B9D1","27077","B9D1","false","B9D1"
"782","AHI-1|JBTS3|ORF1|dJ71N10.1","120163","54806","AHI1","9606","RP1-32B1.2","AHI1","54806","AHI1","false","AHI1"
"783","CEP4|KIAA0635|MCPH8","115018","9662","CEP135","9606",,"CEP135","9662","CEP135","false","CEP135"
"784","PRO0213|TRFP","114862","9477","MED20","9606","RP5-973N23.1","MED20","9477","MED20","false","MED20"
"785","ARC36|DRIP36|HSPC126|TRAP36|VDRIP","118849","29079","MED4","9606","RP11-90M2.2","MED4","29079","MED4","false","MED4"
"786","BETA-TRCP|FBW1A|FBXW1|FBXW1A|FWD1|bTrCP|bTrCP1|betaTrCP","114457","8945","BTRC","9606","RP11-529I10.2","BTRC","8945","BTRC","false","BTRC"
"787","EIEE10|MCSZ|PNK","116440","11284","PNKP","9606",,"PNKP","11284","PNKP","false","PNKP"
"788","6330408P19Rik|CAPON","115071","9722","NOS1AP","9606",,"NOS1AP","9722","NOS1AP","false","NOS1AP"
"789","APLAID|FCAS3|PLC-IV|PLC-gamma-2","111352","5336","PLCG2","9606","RP11-510J16.3","PLCG2","5336","PLCG2","false","PLCG2"
"790","ANKRA1|BLS|F14150_1|RFX-B","114180","8625","RFXANK","9606",,"RFXANK","8625","RFXANK","false","RFXANK"
"791","IFNGIP1|PYHIN2","109654","3428","IFI16","9606",,"IFI16","3428","IFI16","false","IFI16"
"792","ATG1|ATG1A|UNC51|Unc51.1|hATG1","113996","8408","ULK1","9606",,"ULK1","8408","ULK1","false","ULK1"
"793","","109899","3693","ITGB5","9606",,"ITGB5","3693","ITGB5","false","ITGB5"
"794","C-K-RAS|CFC2|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|KI-RAS|KRAS1|KRAS2|NS|NS3|RASK2","110043","3845","KRAS","9606",,"KRAS","3845","KRAS","false","KRAS"
"795","POLZ|REV3","111912","5980","REV3L","9606","RP5-1112D6.1","REV3L","5980","REV3L","false","REV3L"
"796","DPPIV|FAPA|SIMP","108485","2191","FAP","9606",,"FAP","2191","FAP","false","FAP"
"797","ACA11","576459","677770","SCARNA22","9606",,"SCARNA22","677770","SCARNA22","false","SCARNA22"
"798","AD-FSP|FSP1|GBP3|HSN1D|SPG3|SPG3A|atlastin1","119254","51062","ATL1","9606",,"ATL1","51062","ATL1","false","ATL1"
"799","CMTDIC|TYRRS|YRS|YTS","114134","8565","YARS","9606",,"YARS","8565","YARS","false","YARS"
"800","MC3DN4|QCR8|QP-C|QPC|UQCR7","117991","27089","UQCRQ","9606",,"UQCRQ","27089","UQCRQ","false","UQCRQ"
"801","IL14|TXLN","128297","200081","TXLNA","9606","RP4-622L5.4","TXLNA","200081","TXLNA","false","TXLNA"
"802","Beta2|TUBB2|TUBB2C","115656","10383","TUBB4B","9606","RP13-122B23.2","TUBB4B","10383","TUBB4B","false","TUBB4B"
"803","H2-ALPHA|TUBA1","113128","7277","TUBA4A","9606",,"TUBA4A","7277","TUBA4A","false","TUBA4A"
"804","","125199","112714","TUBA3E","9606",,"TUBA3E","112714","TUBA3E","false","TUBA3E"
"805","TUBA6|bcm948","124259","84790","TUBA1C","9606",,"TUBA1C","84790","TUBA1C","false","TUBA1C"
"806","","120842","55720","TSR1","9606",,"TSR1","55720","TSR1","false","TSR1"
"807","C14orf172|GCD14|Gcd14p|TRM61|hTRM61","125450","115708","TRMT61A","9606","hCG_25505","TRMT61A","115708","TRMT61A","false","TRMT61A"
"808","GCD10|Gcd10p","119634","51605","TRMT6","9606","CGI-09","TRMT6","51605","TRMT6","false","TRMT6"
"809","HP10122|PCIA3|PNAS-136|TMCC4","119995","54499","TMCO1","9606","PNAS-10","TMCO1","54499","TMCO1","false","TMCO1"
"810","FEN-1|MF1|RAD2","108528","2237","FEN1","9606",,"FEN1","2237","FEN1","false","FEN1"
"811","","116696","23061","TBC1D9B","9606",,"TBC1D9B","23061","TBC1D9B","false","TBC1D9B"
"812","","123823","83940","TATDN1","9606","CDA11","TATDN1","83940","TATDN1","false","TATDN1"
"813","C22orf25","126178","128989","TANGO2","9606",,"TANGO2","128989","TANGO2","false","TANGO2"
"814","GRY-RBP|GRYRBP|HNRNPQ|HNRPQ1|NSAP1|PP68|hnRNP-Q","115755","10492","SYNCRIP","9606","RP1-3J17.2","SYNCRIP","10492","SYNCRIP","false","SYNCRIP"
"815","BAF190|BAF190A|BRG1|MRD16|RTPS2|SNF2|SNF2L4|SNF2LB|SWI2|hSNF2b","112481","6597","SMARCA4","9606",,"SMARCA4","6597","SMARCA4","false","SMARCA4"
"816","BMSC-MCP|PNC1","124002","84275","SLC25A33","9606",,"SLC25A33","84275","SLC25A33","false","SLC25A33"
"817","S5","112107","6193","RPS5","9606",,"RPS5","6193","RPS5","false","RPS5"
"818","OST1|RBPH1","112099","6184","RPN1","9606",,"RPN1","6184","RPN1","false","RPN1"
"819","P23|TEBP|cPGES","115952","10728","PTGES3","9606",,"PTGES3","10728","PTGES3","false","PTGES3"
"820","C11|C11-RNP3|RPC10|RPC11|RPC12.5","119701","51728","POLR3K","9606","My010","POLR3K","51728","POLR3K","false","POLR3K"
"821","RPC32|RPC7","115867","10622","POLR3G","9606",,"POLR3G","10622","POLR3G","false","POLR3G"
"822","RPC39|RPC6","115866","10621","POLR3F","9606",,"POLR3F","10621","POLR3F","false","POLR3F"
"823","","3190820","101060521","LOC101060521","9606",,"LOC101060521","101060521","LOC101060521","false","LOC101060521"
"824","POL2RB|RPB2|hRPB140","111427","5431","POLR2B","9606",,"POLR2B","5431","POLR2B","false","POLR2B"
"825","MRP-L14|RPML14","119260","51069","MRPL2","9606","CGI-22","MRPL2","51069","MRPL2","false","MRPL2"
"826","L11MT|MRP-L11","122369","65003","MRPL11","9606","CGI-113","MRPL11","65003","MRPL11","false","MRPL11"
"827","POLR2|POLRA|RPB1|RPBh1|RPO2|RPOL2|RpIILS|hRPB220|hsRPB1","111426","5430","POLR2A","9606",,"POLR2A","5430","POLR2A","false","POLR2A"
"828","RPA135|RPA2|Rpo1-2","123926","84172","POLR1B","9606",,"POLR1B","84172","POLR1B","false","POLR1B"
"829","BAP|BCAP37|Bap37|PNAS-141|REA|p22","116459","11331","PHB2","9606",,"PHB2","11331","PHB2","false","PHB2"
"830","HEL-215|HEL-S-54e|PHB1","111264","5245","PHB","9606",,"PHB","5245","PHB","false","PHB"
"831","SDPIII","118896","29763","PACSIN3","9606",,"PACSIN3","29763","PACSIN3","false","PACSIN3"
"832","APP-1|APP1|PABP4|iPABP","114296","8761","PABPC4","9606",,"PABPC4","8761","PABPC4","false","PABPC4"
"833","OSR1","115269","9943","OXSR1","9606",,"OXSR1","9943","OXSR1","false","OXSR1"
"834","","110882","4817","NIT1","9606",,"NIT1","4817","NIT1","false","NIT1"
"835","NAT3|NAT3P|NAT5|NAT5P|dJ1002M8.1","119313","51126","NAA20","9606","RP5-1002M8.3","NAA20","51126","NAA20","false","NAA20"
"836","MRP-S|MRP-S7|RP-S7|RPMS7|S7mt|bMRP27a","119271","51081","MRPS7","9606",,"MRPS7","51081","MRPS7","false","MRPS7"
"837","L54mt|MRP-L54","125522","116541","MRPL54","9606",,"MRPL54","116541","MRPL54","false","MRPL54"
"838","L24mt|MRP-L18|MRP-L24","122732","79590","MRPL24","9606",,"MRPL24","79590","MRPL24","false","MRPL24"
"839","L22mt|MRP-L22|MRP-L25|RPML25","118862","29093","MRPL22","9606","HSPC158","MRPL22","29093","MRPL22","false","MRPL22"
"840","L17mt|LIP2|MRP-L17|MRP-L26|RPL17L|RPML26","121968","63875","MRPL17","9606",,"MRPL17","63875","MRPL17","false","MRPL17"
"841","F5F8D|F5F8D2|LMAN1IP|SDNSF","124712","90411","MCFD2","9606",,"MCFD2","90411","MCFD2","false","MCFD2"
"842","E3KARP|NHE3RF2|NHERF-2|NHERF2|OCTS2|SIP-1|SIP1|TKA-1","114754","9351","SLC9A3R2","9606",,"SLC9A3R2","9351","SLC9A3R2","false","SLC9A3R2"
"843","ALDC","106731","230","ALDOC","9606",,"ALDOC","230","ALDOC","false","ALDOC"
"844","APP1|SAMP|XPNPEP|XPNPEPL|XPNPEPL1","113346","7511","XPNPEP1","9606","RP11-451M19.1","XPNPEP1","7511","XPNPEP1","false","XPNPEP1"
"845","TD-60","121001","55920","RCC2","9606",,"RCC2","55920","RCC2","false","RCC2"
"846","HKII|HXK2","109346","3099","HK2","9606",,"HK2","3099","HK2","false","HK2"
"847","JIP3|JSAP1|SYD2|syd","116774","23162","MAPK8IP3","9606","AC012180.8","MAPK8IP3","23162","MAPK8IP3","false","MAPK8IP3"
"848","HEL-S-61|KINH|KNS|KNS1|UKHC","110000","3799","KIF5B","9606",,"KIF5B","3799","KIF5B","false","KIF5B"
"849","Imp9","120830","55705","IPO9","9606","RP11-90L20.4","IPO9","55705","IPO9","false","IPO9"
"850","REX2|RFN|SFN","117473","25996","REXO2","9606","CGI-114","REXO2","25996","REXO2","false","REXO2"
"851","PE|PEP","111541","5550","PREP","9606","RP3-355L5.1","PREP","5550","PREP","false","PREP"
"852","SDPII","116413","11252","PACSIN2","9606","AL049758.1","PACSIN2","11252","PACSIN2","false","PACSIN2"
"853","DSI|ERBA2L|GIT|P4Hbeta|PDI|PDIA1|PHDB|PO4DB|PO4HB|PROHB","111073","5034","P4HB","9606",,"P4HB","5034","P4HB","false","P4HB"
"854","HOMER|HOMER1A|HOMER1B|HOMER1C|SYN47|Ves-1","114845","9456","HOMER1","9606",,"HOMER1","9456","HOMER1","false","HOMER1"
"855","HRS|USH3B","109285","3035","HARS","9606",,"HARS","3035","HARS","false","HARS"
"856","TFIIIC102|TFIIICgamma|TFiiiC2-102","114739","9330","GTF3C3","9606",,"GTF3C3","9330","GTF3C3","false","GTF3C3"
"857","MDDGA14|MDDGB14|MDDGC14","118966","29925","GMPPB","9606",,"GMPPB","29925","GMPPB","false","GMPPB"
"858","C17orf25|HC71","119237","51031","GLOD4","9606","CGI-150","GLOD4","51031","GLOD4","false","GLOD4"
"859","CMSTA1|GFA|GFAT|GFAT 1|GFAT1|GFAT1m|GFPT|GFPT1L|MSLG","108941","2673","GFPT1","9606",,"GFPT1","2673","GFPT1","false","GFPT1"
"860","CMT2D|DSMAV|GlyRS|HMN5|SMAD1","108887","2617","GARS","9606",,"GARS","2617","GARS","false","GARS"
"861","EIF-2A|MST089|MSTP004|MSTP089","123822","83939","EIF2A","9606","CDA02","EIF2A","83939","EIF2A","false","EIF2A"
"862","MST105|MSTP105|ZFYVE2","113999","8411","EEA1","9606",,"EEA1","8411","EEA1","false","EEA1"
"863","EPVH|PAR14|PAR17","111320","5303","PIN4","9606","AL135749.5","PIN4","5303","PIN4","false","PIN4"
"864","AHNAKRS","122494","79026","AHNAK","9606",,"AHNAK","79026","AHNAK","false","AHNAK"
"865","AMan II|GOLIM7|MANA2|MANII","110297","4124","MAN2A1","9606",,"MAN2A1","4124","MAN2A1","false","MAN2A1"
"866","GSTO 1-1|GSTTLp28|HEL-S-21|P28|SPG-R","114836","9446","GSTO1","9606","RP11-99N20.1","GSTO1","9446","GSTO1","false","GSTO1"
"867","Sam68|p62|p68","115900","10657","KHDRBS1","9606",,"KHDRBS1","10657","KHDRBS1","false","KHDRBS1"
"868","DBP1|DDX15|HRH2|PRP43|PRPF43|PrPp43p","108029","1665","DHX15","9606",,"DHX15","1665","DHX15","false","DHX15"
"869","G17P1|HLR1|HUMP68|p68","108021","1655","DDX5","9606",,"DDX5","1655","DDX5","false","DDX5"
"870","","106614","100","ADA","9606",,"ADA","100","ADA","false","ADA"
"871","ATP5A|ATP5AL2|ATPM|COXPD22|HEL-S-123m|MC5DN4|MOM2|OMR|ORM|hATP1","106987","498","ATP5A1","9606",,"ATP5A1","498","ATP5A1","false","ATP5A1"
"872","","106966","476","ATP1A1","9606","RP4-655J12.1","ATP1A1","476","ATP1A1","false","ATP1A1"
"873","A6|PTK9","111723","5756","TWF1","9606",,"TWF1","5756","TWF1","false","TWF1"
"874","SMD3|Sm-D3","112518","6634","SNRPD3","9606",,"SNRPD3","6634","SNRPD3","false","SNRPD3"
"875","HCP|HCPH|HPTP1C|PTP-1C|SH-PTP1|SHP-1|SHP-1L|SHP1","111742","5777","PTPN6","9606",,"PTPN6","5777","PTPN6","false","PTPN6"
"876","NBP|NBP1|NBP35","110762","4682","NUBP1","9606",,"NUBP1","4682","NUBP1","false","NUBP1"
"877","BM-010|DDX2B|EIF4A|EIF4F|eIF-4A-II|eIF4A-II","108290","1974","EIF4A2","9606",,"EIF4A2","1974","EIF4A2","false","EIF4A2"
"878","HCRNN4","117136","23603","CORO1C","9606",,"CORO1C","23603","CORO1C","false","CORO1C"
"879","2810413N20Rik|Anamorsin|DRE2|PRO0915","121328","57019","CIAPIN1","9606","CUA001","CIAPIN1","57019","CIAPIN1","false","CIAPIN1"
"880","fSAP18","122473","79002","C19orf43","9606",,"C19orf43","79002","C19orf43","false","C19orf43"
"881","ATP6S14|VATF|Vma7","114710","9296","ATP6V1F","9606",,"ATP6V1F","9296","ATP6V1F","false","ATP6V1F"
"882","CI-75Kd|CI-75k|PRO1304","110799","4719","NDUFS1","9606",,"NDUFS1","4719","NDUFS1","false","NDUFS1"
"883","CC6|CI-39k|CI39k|NDUFS2L|SDR22E1","110784","4704","NDUFA9","9606",,"NDUFA9","4704","NDUFA9","false","NDUFA9"
"884","KAR|SDR12C1","119328","51144","HSD17B12","9606",,"HSD17B12","51144","HSD17B12","false","HSD17B12"
"885","MC3DN6|UQCR4","107917","1537","CYC1","9606",,"CYC1","1537","CYC1","false","CYC1"
"886","ADK2|AK 2","106707","204","AK2","9606",,"AK2","204","AK2","false","AK2"
"887","CAP-E|CAPE|SMC-2|SMC2L1","115841","10592","SMC2","9606","PRO0324","SMC2","10592","SMC2","false","SMC2"
"888","ARP2","115404","10097","ACTR2","9606",,"ACTR2","10097","ACTR2","false","ACTR2"
"889","DSAEC","115713","10449","ACAA2","9606",,"ACAA2","10449","ACAA2","false","ACAA2"
"890","MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA","110969","4914","NTRK1","9606",,"NTRK1","4914","NTRK1","false","NTRK1"
"891","DCAF3|WDR94","120765","55626","AMBRA1","9606",,"AMBRA1","55626","AMBRA1","false","AMBRA1"
"892","BTRC2|BTRCP2|FBW1B|FBXW1B|Fbw11|Hos","116887","23291","FBXW11","9606",,"FBXW11","23291","FBXW11","false","FBXW11"
"893","CMT2F|HEL-S-102|HMN2B|HS.76067|HSP27|HSP28|Hsp25|SRP27","109547","3315","HSPB1","9606",,"HSPB1","3315","HSPB1","false","HSPB1"
"894","C6orf133|bA49A4.1|dJ242G1.1|dJ392M17.3","116896","23304","UBR2","9606","RP3-392M17.3","UBR2","23304","UBR2","false","UBR2"
"895","AN11|HAN11|SWAN-1|WDR68","115532","10238","DCAF7","9606",,"DCAF7","10238","DCAF7","false","DCAF7"
"896","KLS|P70-beta|P70-beta-1|P70-beta-2|S6K-beta2|S6K2|SRK|STK14B|p70(S6K)-beta|p70S6Kb","112113","6199","RPS6KB2","9606",,"RPS6KB2","6199","RPS6KB2","false","RPS6KB2"
"897","BRIT1|MCT","122776","79648","MCPH1","9606",,"MCPH1","79648","MCPH1","false","MCPH1"
"898","5-HT6|5-HT6R","109594","3362","HTR6","9606",,"HTR6","3362","HTR6","false","HTR6"
"899","CDC2L|CDC2L5|CHED|hCDK13","114176","8621","CDK13","9606",,"CDK13","8621","CDK13","false","CDK13"
"900","C18orf1","107209","753","LDLRAD4","9606",,"LDLRAD4","753","LDLRAD4","false","LDLRAD4"
"901","MRT1|MY014","123546","81609","SNX27","9606","RP11-98D18.12-005","SNX27","81609","SNX27","false","SNX27"
"902","ECO|LCK2|MRK","116527","22858","ICK","9606",,"ICK","22858","ICK","false","ICK"
"903","PCTAIRE|PCTAIRE3|PCTK3","111156","5129","CDK18","9606","RP11-288G13.1","CDK18","5129","CDK18","false","CDK18"
"904","PCTAIRE2|PCTK2","111155","5128","CDK17","9606",,"CDK17","5128","CDK17","false","CDK17"
"905","","111441","5445","PON2","9606",,"PON2","5445","PON2","false","PON2"
"906","K35","107458","1024","CDK8","9606",,"CDK8","1024","CDK8","false","CDK8"
"907","HCRCN81","132926","388969","C2orf68","9606",,"C2orf68","388969","C2orf68","false","C2orf68"
"908","UNQ9438","132529","387990","TOMM20L","9606","UNQ9438/PRO34772","TOMM20L","387990","TOMM20L","false","TOMM20L"
"909","C9orf25|bA573M23.5","128461","203259","FAM219A","9606","RP11-573M23.5","FAM219A","203259","FAM219A","false","FAM219A"
"910","HSA243342|NACHRA9","120731","55584","CHRNA9","9606",,"CHRNA9","55584","CHRNA9","false","CHRNA9"
"911","TSP3","112917","7059","THBS3","9606",,"THBS3","7059","THBS3","false","THBS3"
"912","","128062","170572","HTR3C","9606",,"HTR3C","170572","HTR3C","false","HTR3C"
"913","GLR","109004","2742","GLRA2","9606",,"GLRA2","2742","GLRA2","false","GLRA2"
"914","HEL-S-308|KAIA0053","115264","9938","ARHGAP25","9606",,"ARHGAP25","9938","ARHGAP25","false","ARHGAP25"
"915","","124017","84290","CAPNS2","9606",,"CAPNS2","84290","CAPNS2","false","CAPNS2"
"916","","125465","115992","RNF166","9606",,"RNF166","115992","RNF166","false","RNF166"
"917","EDG2|GPR26|Gpcr26|LPA1|Mrec1.3|VZG1|edg-2|rec.1.3|vzg-1","108226","1902","LPAR1","9606","RP11-104M22.2","LPAR1","1902","LPAR1","false","LPAR1"
"918","CACNA2|CACNL2A|CCHL2A|LINC01112|lncRNA-N3","107235","781","CACNA2D1","9606","H_DJ0560O14.1","CACNA2D1","781","CACNA2D1","false","CACNA2D1"
"919","CPAMD7|p180|r150","126424","135228","CD109","9606","RP11-525G3.1","CD109","135228","CD109","false","CD109"
"920","ALI2|AMIGO|AMIGO-1","121533","57463","AMIGO1","9606",,"AMIGO1","57463","AMIGO1","false","AMIGO1"
"921","GSTM5-5|GTM5","109204","2949","GSTM5","9606","RP4-735C1.1","GSTM5","2949","GSTM5","false","GSTM5"
"922","EDSKMH|FKBP22|IPBP12","120362","55033","FKBP14","9606","UNQ322/PRO381","FKBP14","55033","FKBP14","false","FKBP14"
"923","TSULF","127507","153642","ARSK","9606","UNQ630/PRO1246","ARSK","153642","ARSK","false","ARSK"
"924","B18|B19|C21orf63|C21orf64|FAM176C|SUE21","121863","59271","EVA1C","9606","PRED34","EVA1C","59271","EVA1C","false","EVA1C"
"925","BPIFE|HDLCQ9","111374","5360","PLTP","9606",,"PLTP","5360","PLTP","false","PLTP"
"926","","124970","92714","ARRDC1","9606","RP11-48C7.5","ARRDC1","92714","ARRDC1","false","ARRDC1"
"927","FPTB","108627","2342","FNTB","9606",,"FNTB","2342","FNTB","false","FNTB"
"928","SOK1|YSK1","115757","10494","STK25","9606",,"STK25","10494","STK25","false","STK25"
"929","BDK|BK|KNG","110026","3827","KNG1","9606",,"KNG1","3827","KNG1","false","KNG1"
"930","HsT17563","109878","3671","ISLR","9606","UNQ189/PRO215","ISLR","3671","ISLR","false","ISLR"
"931","C20orf47|CGI-54|Erv46|NY-BR-84|PRO0989|SDBCAG84|dJ477O4.2","119638","51614","ERGIC3","9606","RP3-477O4.1","ERGIC3","51614","ERGIC3","false","ERGIC3"
"932","KMLC|MLCK|MLCK2|skMLCK","124494","85366","MYLK2","9606",,"MYLK2","85366","MYLK2","false","MYLK2"
"933","C9orf52","127655","158219","TTC39B","9606","RP11-224J22.1","TTC39B","158219","TTC39B","false","TTC39B"
"934","NPP6","126350","133121","ENPP6","9606","UNQ1889/PRO4334","ENPP6","133121","ENPP6","false","ENPP6"
"935","C19orf72","124705","90379","DCAF15","9606",,"DCAF15","90379","DCAF15","false","DCAF15"
"936","B22|CI-B22|LYRM3|UQOR22","110795","4715","NDUFB9","9606",,"NDUFB9","4715","NDUFB9","false","NDUFB9"
"937","HRMT1L1","109511","3275","PRMT2","9606",,"PRMT2","3275","PRMT2","false","PRMT2"
"938","L37mt|MRP-L2|MRP-L37|MRPL2|RPML2","119410","51253","MRPL37","9606","HSPC235","MRPL37","51253","MRPL37","false","MRPL37"
"939","COBP","120970","55871","CBWD1","9606","RP11-143M1.6","CBWD1","55871","CBWD1","false","CBWD1"
"940","CRIg|Z39IG","116455","11326","VSIG4","9606","RP6-159A1.1","VSIG4","11326","VSIG4","false","VSIG4"
"941","H2A.1b|H2A/p|H2AFP|H2AG|pH2A/f","114459","8969","HIST1H2AG","9606",,"HIST1H2AG","8969","HIST1H2AG","false","HIST1H2AG"
"942","","131121","341208","HEPHL1","9606",,"HEPHL1","341208","HEPHL1","false","HEPHL1"
"943","MKP-L|MKP6","116255","11072","DUSP14","9606",,"DUSP14","11072","DUSP14","false","DUSP14"
"944","HEL-S-134P|LPSB|SBP56|SP56|hSBP","114472","8991","SELENBP1","9606","RP11-126K1.7","SELENBP1","8991","SELENBP1","false","SELENBP1"
"945","CDGF13|CDHF13|HYPT6|LAH","127059","147409","DSG4","9606",,"DSG4","147409","DSG4","false","DSG4"
"946","HNRPCL1","131227","343069","HNRNPCL1","9606","RP5-845O24.4","HNRNPCL1","343069","HNRNPCL1","false","HNRNPCL1"
"947","FBX11|PRMT9|UBR6|VIT1","123173","80204","FBXO11","9606","UG063H01","FBXO11","80204","FBXO11","false","FBXO11"
"948","PSOR1|S100A7c","112186","6278","S100A7","9606",,"S100A7","6278","S100A7","false","S100A7"
"949","LIB","126287","131578","LRRC15","9606",,"LRRC15","131578","LRRC15","false","LRRC15"
"950","S100E","112182","6274","S100A3","9606",,"S100A3","6274","S100A3","false","S100A3"
"951","","133813","391123","VSIG8","9606","RP11-190A12.5","VSIG8","391123","VSIG8","false","VSIG8"
"952","EIF1A|EIF1AP1|EIF4C|eIF-1A|eIF-4C","108284","1964","EIF1AX","9606","RP11-393H10.1","EIF1AX","1964","EIF1AX","false","EIF1AX"
"953","B6P","111334","5317","PKP1","9606",,"PKP1","5317","PKP1","false","PKP1"
"954","LEKTI|LETKI|NETS|NS|VAKTI","116196","11005","SPINK5","9606",,"SPINK5","11005","SPINK5","false","SPINK5"
"955","ABP125|ABP130|HSPC334|SEC31L1","116539","22872","SEC31A","9606","HSPC275","SEC31A","22872","SEC31A","false","SEC31A"
"956","","109721","3500","IGHG1","9606",,"IGHG1","3500","IGHG1","false","IGHG1"
"957","AFDC1|THORASE","124336","84896","ATAD1","9606","FNP001","ATAD1","84896","ATAD1","false","ATAD1"
"958","","115377","10066","SCAMP2","9606",,"SCAMP2","10066","SCAMP2","false","SCAMP2"
"959","CPT|CPT1","121309","56994","CHPT1","9606","MSTP022","CHPT1","56994","CHPT1","false","CHPT1"
"960","","569104","643853","TMPPE","9606",,"TMPPE","643853","TMPPE","false","TMPPE"
"961","ZIP-3|ZIP3","119011","29985","SLC39A3","9606",,"SLC39A3","29985","SLC39A3","false","SLC39A3"
"962","IAP|MER6|OA3","107399","961","CD47","9606",,"CD47","961","CD47","false","CD47"
"963","GPHR|GPR89|GPR89B|SH120|UNQ192","575849","653519","GPR89A","9606","RP11-373C9.3","GPR89A","653519","GPR89A","false","GPR89A"
"964","ERG3|S5DES|SC5DL","112216","6309","SC5D","9606",,"SC5D","6309","SC5D","false","SC5D"
"965","PAPST1|SLL|UGTrel4","131484","347734","SLC35B2","9606","RP1-302G2.3","SLC35B2","347734","SLC35B2","false","SLC35B2"
"966","POM121-2","755836","100101267","POM121C","9606",,"POM121C","100101267","POM121C","false","POM121C"
"967","RME8","116908","23317","DNAJC13","9606",,"DNAJC13","23317","DNAJC13","false","DNAJC13"
"968","HDGF-2|HDGF2|HRP-3","119129","50810","HDGFRP3","9606","CGI-142","HDGFRP3","50810","HDGFRP3","false","HDGFRP3"
"969","","124680","90231","KIAA2013","9606","RP5-1077B9.1","KIAA2013","90231","KIAA2013","false","KIAA2013"
"970","CARDINAL|DACAR|DAKAR|NDPP|NDPP1|TUCAN","116564","22900","CARD8","9606",,"CARD8","22900","CARD8","false","CARD8"
"971","ARTC3","106912","419","ART3","9606",,"ART3","419","ART3","false","ART3"
"972","BTN9.2","122991","79908","BTNL8","9606","UNQ702/PRO1347","BTNL8","79908","BTNL8","false","BTNL8"
"973","CD212|IL-12R-BETA1|IL12RB|IMD30","109808","3594","IL12RB1","9606",,"IL12RB1","3594","IL12RB1","false","IL12RB1"
"974","DLK|DLK-1|Delta1|FA1|PREF1|Pref-1|ZOG|pG2","114316","8788","DLK1","9606",,"DLK1","8788","DLK1","false","DLK1"
"975","EEF1AL|EF-1-alpha-2|EF1A|HS1|STN|STNL","108238","1917","EEF1A2","9606",,"EEF1A2","1917","EEF1A2","false","EEF1A2"
"976","HSP90Ae","610599","730211","HSP90AA5P","9606",,"HSP90AA5P","730211","HSP90AA5P","false","HSP90AA5P"
