"SUID","biogrid.ALIASES","biogrid.BIOGRID_ID","biogrid.ENTREZ_GENE","biogrid.OFFICIAL_SYMBOL","biogrid.ORGANISM_ID","biogrid.SYSTEMATIC_NAME","canonicalName","ID","name","selected","shared name"
"1335","HUPF3A|RENT3A|UPF3","122397","65110","UPF3A","9606","RP11-569D9.1","UPF3A","65110","UPF3A","false","UPF3A"
"1336","CCDC131|PSRC2","128206","196441","ZFC3H1","9606",,"ZFC3H1","196441","ZFC3H1","false","ZFC3H1"
"1337","L4","112044","6124","RPL4","9606",,"RPL4","6124","RPL4","false","RPL4"
"1338","NDPK-D|NM23H4|nm23-H4","110897","4833","NME4","9606","Z97634.4-011","NME4","4833","NME4","false","NME4"
"1339","Z","111668","5695","PSMB7","9606","RP11-101K10.7","PSMB7","5695","PSMB7","false","PSMB7"
"1340","HMIP|MIP","110431","4285","MIPEP","9606","RP11-173N17.1","MIPEP","4285","MIPEP","false","MIPEP"
"1341","C9orf15|GBF-1|GBF1|PGES2|mPGES-2","123135","80142","PTGES2","9606","RP11-395P17.2","PTGES2","80142","PTGES2","false","PTGES2"
"1342","CTF8|DERPC","120262","54921","CHTF8","9606",,"CHTF8","54921","CHTF8","false","CHTF8"
"1343","BAP135|BTKAP1|DIWS|GTFII-I|IB291|SPIN|TFII-I|WBS|WBSCR6","109224","2969","GTF2I","9606",,"GTF2I","2969","GTF2I","false","GTF2I"
"1344","AMSH|MICCAP","115863","10617","STAMBP","9606",,"STAMBP","10617","STAMBP","false","STAMBP"
"1345","LGMD1|LGMD1A|MFM3|TTID|TTOD","114878","9499","MYOT","9606",,"MYOT","9499","MYOT","false","MYOT"
"1346","STAT5","112654","6777","STAT5B","9606",,"STAT5B","6777","STAT5B","false","STAT5B"
"1347","AFPD|FETA|HPAFP","106682","174","AFP","9606",,"AFP","174","AFP","false","AFP"
"1348","BING1|ZBTB22A|ZNF297|ZNF297A|fru|fruitless","114695","9278","ZBTB22","9606","DADB-159G18.8","ZBTB22","9278","ZBTB22","false","ZBTB22"
"1349","HUSSY19|ROK1","116241","11056","DDX52","9606","HUSSY-19","DDX52","11056","DDX52","false","DDX52"
"1350","DTEF-1|ETFR-1|TEAD-3|TEAD5|TEF-5|TEF5","112864","7005","TEAD3","9606","RP1-109F14.4","TEAD3","7005","TEAD3","false","TEAD3"
"1351","OCCM","115603","10319","LAMC3","9606","RP11-143H20.1","LAMC3","10319","LAMC3","false","LAMC3"
"1352","DDIP|SPATA8|SRSP1","128721","221409","SPATS1","9606","RP11-444E17.3","SPATS1","221409","SPATS1","false","SPATS1"
"1353","CAGH39|CAMGUK|CMG|FGS4|LIN2|MICPCH|MRXSNA|TNRC8","114141","8573","CASK","9606","RP11-540L11.1","CASK","8573","CASK","false","CASK"
"1354","BGR|CANDF4|CLECSF12|DECTIN1","122206","64581","CLEC7A","9606","UNQ539/PRO1082","CLEC7A","64581","CLEC7A","false","CLEC7A"
"1355","G-ALPHA-h|GNAH|HEL-S-45|TG2|TGC","112910","7052","TGM2","9606","RP5-1054A22.2","TGM2","7052","TGM2","false","TGM2"
"1356","ADMIO|APRF|HIES","112651","6774","STAT3","9606",,"STAT3","6774","STAT3","false","STAT3"
"1357","BDCA4|CD304|NP1|NRP|VEGF165R","114356","8829","NRP1","9606","RP11-342D11.1","NRP1","8829","NRP1","false","NRP1"
"1358","ADRA1|ADRA1A|ADRA1R|ALPHA1|DAR|dJ779E11.2","106656","146","ADRA1D","9606",,"ADRA1D","146","ADRA1D","false","ADRA1D"
"1359","ATP6A","106985","495","ATP4A","9606",,"ATP4A","495","ATP4A","false","ATP4A"
"1360","BAG-3|BIS|CAIR-1|MFM6","114907","9531","BAG3","9606",,"BAG3","9531","BAG3","false","BAG3"
"1361","EFP|RNF147|Z147|ZNF147","113500","7706","TRIM25","9606",,"TRIM25","7706","TRIM25","false","TRIM25"
"1362","ADRB2R|ADRBR|B2AR|BAR|BETA2AR","106663","154","ADRB2","9606",,"ADRB2","154","ADRB2","false","ADRB2"
"1363","ABL|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl","106543","25","ABL1","9606","RP11-83J21.1","ABL1","25","ABL1","false","ABL1"
"1364","ANCR|AS|E6-AP|EPVE6AP|HPVE6A","113185","7337","UBE3A","9606",,"UBE3A","7337","UBE3A","false","UBE3A"
"1365","CMM9|DKCA2|DKCB4|EST2|PFBMFT1|TCS1|TP2|TRT|hEST2|hTRT","112874","7015","TERT","9606",,"TERT","7015","TERT","false","TERT"
"1366","DAC|FBW4|FBWD4|SHFM3|SHSF3","112364","6468","FBXW4","9606","RP11-529I10.3","FBXW4","6468","FBXW4","false","FBXW4"
"1367","HD11","122970","79885","HDAC11","9606",,"HDAC11","79885","HDAC11","false","HDAC11"
"1368","HD7|HD7b|HD9|HDAC|HDAC7|HDAC7B|HDAC9B|HDAC9FL|HDRP|MITR","115083","9734","HDAC9","9606",,"HDAC9","9734","HDAC9","false","HDAC9"
"1369","CPBHM|HD6|PPP1R90","115330","10013","HDAC6","9606","JM21","HDAC6","10013","HDAC6","false","HDAC6"
"1370","CDCD1|CDDC|CMD1A|CMT2B1|EMD2|FPL|FPLD|FPLD2|HGPS|IDC|LDP1|LFP|LGMD1B|LMN1|LMNC|LMNL1|PRO1","110186","4000","LMNA","9606","RP11-54H19.1","LMNA","4000","LMNA","false","LMNA"
"1371","EIEE5|NEAS|SPTA2","112587","6709","SPTAN1","9606",,"SPTAN1","6709","SPTAN1","false","SPTAN1"
"1372","","111830","5893","RAD52","9606","RP11-359B12.2","RAD52","5893","RAD52","false","RAD52"
"1373","JTK8|p53Lyn|p56Lyn","110245","4067","LYN","9606",,"LYN","4067","LYN","false","LYN"
"1374","ANOP3|MCOPS3","112540","6657","SOX2","9606",,"SOX2","6657","SOX2","false","SOX2"
"1375","CD316|CD81P3|EWI-2|EWI2|KCT-4|LIR-D1|PGRL","125011","93185","IGSF8","9606","RP11-536C5.3","IGSF8","93185","IGSF8","false","IGSF8"
"1376","CVID6|S5.7|TAPA1|TSPAN28","107413","975","CD81","9606",,"CD81","975","CD81","false","CD81"
"1377","","111356","5340","PLG","9606","RP1-81D8.1","PLG","5340","PLG","false","PLG"
"1378","USP52","115252","9924","PAN2","9606",,"PAN2","9924","PAN2","false","PAN2"
"1379","HD-PTP|HDPTP|PTP-TD14","117430","25930","PTPN23","9606",,"PTPN23","25930","PTPN23","false","PTPN23"
"1380","CTRCT30|HEL113","113272","7431","VIM","9606","RP11-124N14.1","VIM","7431","VIM","false","VIM"
"1381","OI4","107674","1277","COL1A1","9606",,"COL1A1","1277","COL1A1","false","COL1A1"
"1382","CSM1|CSM2|LGMD2R","108038","1674","DES","9606",,"DES","1674","DES","false","DES"
"1383","CMD1MM|CMH4|FHC|LVNC10|MYBP-C","110692","4607","MYBPC3","9606",,"MYBPC3","4607","MYBPC3","false","MYBPC3"
"1384","ACTC|ASD5|CMD1R|CMH11|LVNC4","106585","70","ACTC1","9606",,"ACTC1","70","ACTC1","false","ACTC1"
"1385","LCR-F1|NRF1|TCF11","110851","4779","NFE2L1","9606",,"NFE2L1","4779","NFE2L1","false","NFE2L1"
"1386","AES-1|AES-2|ESP1|GRG|GRG5|Grg-5|TLE5","106675","166","AES","9606",,"AES","166","AES","false","AES"
"1387","CPPI|DPP-I|DPP1|DPPI|HMS|JP|JPD|PALS|PDON1|PLS","107502","1075","CTSC","9606",,"CTSC","1075","CTSC","false","CTSC"
"1388","AAT1|ALT1|GPT1","109133","2875","GPT","9606",,"GPT","2875","GPT","false","GPT"
"1389","MEGF5|SLIL2|SLIT1|Slit-3|slit2","112473","6586","SLIT3","9606","UNQ691/PRO1336","SLIT3","6586","SLIT3","false","SLIT3"
"1390","B18|CI-B18","110793","4713","NDUFB7","9606",,"NDUFB7","4713","NDUFB7","false","NDUFB7"
"1391","SCEH","108221","1892","ECHS1","9606",,"ECHS1","1892","ECHS1","false","ECHS1"
"1392","CREG","114332","8804","CREG1","9606","UNQ727/PRO1409","CREG1","8804","CREG1","false","CREG1"
"1393","ARG1|LCN7|LIECG3|TINAGRP","122078","64129","TINAGL1","9606","PP6614","TINAGL1","64129","TINAGL1","false","TINAGL1"
"1394","21-GARP","112348","6450","SH3BGR","9606",,"SH3BGR","6450","SH3BGR","false","SH3BGR"
"1395","HRMT1L5|IBP72|JBP1|SKB1|SKB1Hs","115688","10419","PRMT5","9606",,"PRMT5","10419","PRMT5","false","PRMT5"
"1396","MET18|MMS19L|hMMS19","122103","64210","MMS19","9606","RP11-452K12.5","MMS19","64210","MMS19","false","MMS19"
"1397","ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1","107506","1080","CFTR","9606","tcag7.78","CFTR","1080","CFTR","false","CFTR"
"1398","CD49D|IA4","109883","3676","ITGA4","9606",,"ITGA4","3676","ITGA4","false","ITGA4"
"1399","DX254E|DXS254E|G6PD|GDX|GET5|MDY2|TMA24|UBL4","113885","8266","UBL4A","9606","XX-FW89031B12.1","UBL4A","8266","UBL4A","false","UBL4A"
"1400","C17orf95|MRT44","125870","124512","METTL23","9606",,"METTL23","124512","METTL23","false","METTL23"
"1401","C16orf68","122539","79091","METTL22","9606","LP8272","METTL22","79091","METTL22","false","METTL22"
"1402","FAM119B","117403","25895","METTL21B","9606",,"METTL21B","25895","METTL21B","false","METTL21B"
"1403","C12orf72","129005","254013","METTL20","9606",,"METTL20","254013","METTL20","false","METTL20"
"1404","","575703","653333","FAM86B2","9606",,"FAM86B2","653333","FAM86B2","false","FAM86B2"
"1405","C2orf34|CLNMT|CaM KMT|Cam|KMT","122917","79823","CAMKMT","9606",,"CAMKMT","79823","CAMKMT","false","CAMKMT"
"1406","CAP-1|CAP1|CD40bp|CRAF1|IIAE5|LAP1","113039","7187","TRAF3","9606",,"TRAF3","7187","TRAF3","false","TRAF3"
"1407","BSP-1|BSP1|JV4-1|JV41|MADH1|MADR1","110261","4086","SMAD1","9606",,"SMAD1","4086","SMAD1","false","SMAD1"
"1408","JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2","110262","4087","SMAD2","9606",,"SMAD2","4087","SMAD2","false","SMAD2"
"1409","MADH6|MADH9|PPH2|SMAD8|SMAD8A|SMAD8B","110268","4093","SMAD9","9606","RP11-421P11.9","SMAD9","4093","SMAD9","false","SMAD9"
"1410","CD340|HER-2|HER-2/neu|HER2|MLN 19|NEU|NGL|TKR1","108376","2064","ERBB2","9606",,"ERBB2","2064","ERBB2","false","ERBB2"
"1411","HEP-NOS|INOS|NOS|NOS2A","110906","4843","NOS2","9606",,"NOS2","4843","NOS2","false","NOS2"
"1412","","109186","2931","GSK3A","9606",,"GSK3A","2931","GSK3A","false","GSK3A"
"1413","NAPP2|PBD13A|Pex14p|dJ734G22.2","111218","5195","PEX14","9606",,"PEX14","5195","PEX14","false","PEX14"
"1414","CRE-BP1|CREB-2|CREB2|HB16|TREB7","107776","1386","ATF2","9606",,"ATF2","1386","ATF2","false","ATF2"
"1415","GC1QBP|HABP1|SF2p32|gC1Q-R|gC1qR|p32","107169","708","C1QBP","9606",,"C1QBP","708","C1QBP","false","C1QBP"
"1416","AIS|B(p51A)|B(p51B)|EEC3|KET|LMS|NBP|OFC8|RHS|SHFM4|TP53CP|TP53L|TP73L|p40|p51|p53CP|p63|p73H|p73L","114181","8626","TP63","9606",,"TP63","8626","TP63","false","TP63"
"1417","CD106|INCAM-100","113255","7412","VCAM1","9606",,"VCAM1","7412","VCAM1","false","VCAM1"
"1418","CMD1NN|CRAF|NS5|Raf-1|c-Raf","111831","5894","RAF1","9606",,"RAF1","5894","RAF1","false","RAF1"
"1419","CX46.6|Cx47|GJA12|HLD2|LMPH1C|PMLDAR|SPG44","121419","57165","GJC2","9606",,"GJC2","57165","GJC2","false","GJC2"
"1420","ANALBA|FDAH|PRO0883|PRO0903|PRO1341","106715","213","ALB","9606","GIG20","ALB","213","ALB","false","ALB"
"1421","AGMX1|AT|ATK|BPK|IMD1|PSCTK1|XLA","107160","695","BTK","9606","RP1-164F3.2","BTK","695","BTK","false","BTK"
"1422","COD|SNRPB1|Sm-B/B|SmB/B|SmB/SmB|snRNP-B","112512","6628","SNRPB","9606",,"SNRPB","6628","SNRPB","false","SNRPB"
"1423","HCERN3|PWCR|RT-LI|SM-D|SMN|SNRNP-N|SNURF-SNRPN|sm-N","112522","6638","SNRPN","9606",,"SNRPN","6638","SNRPN","false","SNRPN"
"1424","HUPF1|NORF1|RENT1|pNORF1|smg-2","111908","5976","UPF1","9606",,"UPF1","5976","UPF1","false","UPF1"
"1425","DDX37","121684","57647","DHX37","9606",,"DHX37","57647","DHX37","false","DHX37"
"1426","EUHMTASE1|Eu-HMTase1|FP13812|GLP|GLP1|KMT1D|bA188C12.1","122908","79813","EHMT1","9606","RP11-188C12.1","EHMT1","79813","EHMT1","false","EHMT1"
"1427","209L8|AHAS|ILV2H","116190","10994","ILVBL","9606",,"ILVBL","10994","ILVBL","false","ILVBL"
"1428","CAM2|CAMK2|CAMKB","107266","816","CAMK2B","9606",,"CAMK2B","816","CAMK2B","false","CAMK2B"
"1429","ATFX|HMFN0395","116487","22809","ATF5","9606",,"ATF5","22809","ATF5","false","ATF5"
"1430","IGLON1|OBCAM|OPCM","111026","4978","OPCML","9606",,"OPCML","4978","OPCML","false","OPCML"
"1431","CCD1","124542","85458","DIXDC1","9606",,"DIXDC1","85458","DIXDC1","false","DIXDC1"
"1432","H3/A|H3FA","113946","8350","HIST1H3A","9606",,"HIST1H3A","8350","HIST1H3A","false","HIST1H3A"
"1433","ASNSD|TS11","106932","440","ASNS","9606",,"ASNS","440","ASNS","false","ASNS"
"1434","","123518","81554","WBSCR16","9606",,"WBSCR16","81554","WBSCR16","false","WBSCR16"
"1435","CT3.2|DAM6|MAGE-XP-2","110287","4113","MAGEB2","9606",,"MAGEB2","4113","MAGEB2","false","MAGEB2"
"1436","MAS20|MOM19|TOM20","115144","9804","TOMM20","9606","RP4-597N16.2","TOMM20","9804","TOMM20","false","TOMM20"
"1437","ADDL","106633","120","ADD3","9606","RP11-252O7.3","ADD3","120","ADD3","false","ADD3"
"1438","EDG-4|EDG4|LPA-2|LPA2","114611","9170","LPAR2","9606",,"LPAR2","9170","LPAR2","false","LPAR2"
"1439","C3G|GRF2","109146","2889","RAPGEF1","9606","RP11-40A7.1","RAPGEF1","2889","RAPGEF1","false","RAPGEF1"
"1440","CD222|CIMPR|M6P-R|MPR1|MPRI","109703","3482","IGF2R","9606",,"IGF2R","3482","IGF2R","false","IGF2R"
"1441","BBP|D11S636|MBBP|ZCCHC25|ZFM1|ZNF162","113368","7536","SF1","9606",,"SF1","7536","SF1","false","SF1"
"1442","SHIP164","116706","23074","UHRF1BP1L","9606",,"UHRF1BP1L","23074","UHRF1BP1L","false","UHRF1BP1L"
"1443","CMD2B|ODAG|RG083M05.2","121770","57798","GATAD1","9606","tcag7.279","GATAD1","57798","GATAD1","false","GATAD1"
"1444","CFAP31|MKS7|NPH3|RHPD|RHPD1|SLSN3","117962","27031","NPHP3","9606",,"NPHP3","27031","NPHP3","false","NPHP3"
"1445","","122958","79870","BAALC","9606",,"BAALC","79870","BAALC","false","BAALC"
"1446","A-328A3.2|KID|KNSL4|OBP|OBP-1|OBP-2|SEMDJL2","110033","3835","KIF22","9606",,"KIF22","3835","KIF22","false","KIF22"
"1447","KPL1|PHR1|PHRET1","121807","58473","PLEKHB1","9606",,"PLEKHB1","58473","PLEKHB1","false","PLEKHB1"
"1448","CAP-23|CAP23|NAP-22|NAP22","115680","10409","BASP1","9606",,"BASP1","10409","BASP1","false","BASP1"
"1449","LOL|LOXL","110200","4016","LOXL1","9606",,"LOXL1","4016","LOXL1","false","LOXL1"
"1450","CD56|MSK39|NCAM","110764","4684","NCAM1","9606",,"NCAM1","4684","NCAM1","false","NCAM1"
"1451","ARRS2|C13orf10|PPP1R132|SE70-2|ZC3H17","122035","64062","RBM26","9606","PRO1777","RBM26","64062","RBM26","false","RBM26"
"1452","NIRF|RNF107|URF2","125434","115426","UHRF2","9606","RP11-472F14.2","UHRF2","115426","UHRF2","false","UHRF2"
"1453","14-3-3E|HEL2|KCIP-1|MDCR|MDS","113363","7531","YWHAE","9606",,"YWHAE","7531","YWHAE","false","YWHAE"
"1454","FRA|FRA1|fra-1","113742","8061","FOSL1","9606",,"FOSL1","8061","FOSL1","false","FOSL1"
"1455","CRIP|CRP2|ESP1","107787","1397","CRIP2","9606",,"CRIP2","1397","CRIP2","false","CRIP2"
"1456","ATASE|GPAT|PRAT","111467","5471","PPAT","9606",,"PPAT","5471","PPAT","false","PPAT"
"1457","GBL|GbetaL|LST8|POP3|WAT1","122113","64223","MLST8","9606",,"MLST8","64223","MLST8","false","MLST8"
"1458","Hqk|QK|QK1|QK3|hqkI","114834","9444","QKI","9606",,"QKI","9444","QKI","false","QKI"
"1459","AE2|BND3L|EPB3L1|HKB3|NBND3","112413","6522","SLC4A2","9606",,"SLC4A2","6522","SLC4A2","false","SLC4A2"
"1460","PDIA12|PIG26|TXNDC14","119266","51075","TMX2","9606","CGI-31","TMX2","51075","TMX2","false","TMX2"
"1461","CRS2|FPP|HOX8|MSH|PFM|PFM1","110594","4488","MSX2","9606",,"MSX2","4488","MSX2","false","MSX2"
"1462","CG7943|MCART1","124902","92014","SLC25A51","9606",,"SLC25A51","92014","SLC25A51","false","SLC25A51"
"1463","PSP|PSPHD","111695","5723","PSPH","9606",,"PSPH","5723","PSPH","false","PSPH"
"1464","CXorf11|DHRS5X|DHRS5Y|DHRSXY|DHRSY|SDR46C1|SDR7C6","128508","207063","DHRSX","9606","RP11-325D5.2","DHRSX","207063","DHRSX","false","DHRSX"
"1465","HCRY2|PHLL2","107798","1408","CRY2","9606",,"CRY2","1408","CRY2","false","CRY2"
"1466","FBP3","114451","8939","FUBP3","9606","RP11-57C19.3","FUBP3","8939","FUBP3","false","FUBP3"
"1467","MLSTD2|SDR10E1","123936","84188","FAR1","9606","UNQ2423/PRO4981","FAR1","84188","FAR1","false","FAR1"
"1468","CIC-2|CLC2|ECA2|ECA3|EGI11|EGI3|EGMA|EJM6|EJM8|LKPAT|clC-2","107595","1181","CLCN2","9606",,"CLCN2","1181","CLCN2","false","CLCN2"
"1469","AD022|EAP2|EAPII|TTRAP|dJ30M3.3|hTDP2","119615","51567","TDP2","9606","RP1-30M3.3","TDP2","51567","TDP2","false","TDP2"
"1470","","135911","408029","C2orf27B","9606",,"C2orf27B","408029","C2orf27B","false","C2orf27B"
"1471","","115965","10742","RAI2","9606","RP3-389A20.3","RAI2","10742","RAI2","false","RAI2"
"1472","ERR1|ERRa|ERRalpha|ESRL1|NR3B1","108405","2101","ESRRA","9606",,"ESRRA","2101","ESRRA","false","ESRRA"
"1473","","123062","80005","DOCK5","9606",,"DOCK5","80005","DOCK5","false","DOCK5"
"1474","GC20","115578","10289","EIF1B","9606",,"EIF1B","10289","EIF1B","false","EIF1B"
"1475","C16orf5|CDIP|I1|LITAFL","118998","29965","CDIP1","9606",,"CDIP1","29965","CDIP1","false","CDIP1"
"1476","","112848","6988","TCTA","9606",,"TCTA","6988","TCTA","false","TCTA"
"1477","","122506","79047","KCTD15","9606",,"KCTD15","79047","KCTD15","false","KCTD15"
"1478","LAM|TSC","113099","7248","TSC1","9606",,"TSC1","7248","TSC1","false","TSC1"
"1479","MZF-1|ZNF915","129825","284312","ZSCAN1","9606",,"ZSCAN1","284312","ZSCAN1","false","ZSCAN1"
"1480","","121738","57715","SEMA4G","9606","RP11-108L7.1","SEMA4G","57715","SEMA4G","false","SEMA4G"
"1481","CHRNA7-2|NACHRA7","107561","1139","CHRNA7","9606",,"CHRNA7","1139","CHRNA7","false","CHRNA7"
"1482","PIG7|SIMPLE|TP53I7","114893","9516","LITAF","9606",,"LITAF","9516","LITAF","false","LITAF"
"1483","CREM-2|ICER|hCREM-2","107780","1390","CREM","9606","RP11-324I22.1","CREM","1390","CREM","false","CREM"
"1484","PIG11","114913","9537","TP53I11","9606",,"TP53I11","9537","TP53I11","false","TP53I11"
"1485","Lasp-1|MLN50","110120","3927","LASP1","9606",,"LASP1","3927","LASP1","false","LASP1"
"1486","ZXDL","122653","79364","ZXDC","9606","UNQ2790","ZXDC","79364","ZXDC","false","ZXDC"
"1487","HNRPLL|SRRF","124985","92906","HNRNPLL","9606","BLOCK24","HNRNPLL","92906","HNRNPLL","false","HNRNPLL"
"1488","GAT-2|GAT2|GAT3","112431","6540","SLC6A13","9606",,"SLC6A13","6540","SLC6A13","false","SLC6A13"
"1489","SV2","115229","9900","SV2A","9606","PSEC0174","SV2A","9900","SV2A","false","SV2A"
"1490","RNF15|RORET","115738","10475","TRIM38","9606",,"TRIM38","10475","TRIM38","false","TRIM38"
"1491","CT12.3a|CT12.3b|GAGED4|PLAC6|XAGE-3|pp9012","128072","170626","XAGE3","9606","RP13-77O11.6","XAGE3","170626","XAGE3","false","XAGE3"
"1492","PRO2463","115157","9818","NUPL1","9606","RP11-206I15.1","NUPL1","9818","NUPL1","false","NUPL1"
"1493","OSF|SH3P2|bA235O14.1","117747","26578","OSTF1","9606",,"OSTF1","26578","OSTF1","false","OSTF1"
"1494","HOX3H","109467","3227","HOXC11","9606",,"HOXC11","3227","HOXC11","false","HOXC11"
"1495","FLN29","116112","10906","TRAFD1","9606",,"TRAFD1","10906","TRAFD1","false","TRAFD1"
"1496","CXXC3|PCM1|RFT","110322","4152","MBD1","9606",,"MBD1","4152","MBD1","false","MBD1"
"1497","PEX11-BETA|PEX14B","114327","8799","PEX11B","9606",,"PEX11B","8799","PEX11B","false","PEX11B"
"1498","H3/k|H3F1K|H3FK","113953","8357","HIST1H3H","9606",,"HIST1H3H","8357","HIST1H3H","false","HIST1H3H"
"1499","SRB7|SURB7|hSrb7","114807","9412","MED21","9606",,"MED21","9412","MED21","false","MED21"
"1500","CT3.4|MAGE-B6|MAGEB6A","127710","158809","MAGEB6","9606",,"MAGEB6","158809","MAGEB6","false","MAGEB6"
"1501","E1A-F|E1AF|PEA3|PEAS3","108419","2118","ETV4","9606",,"ETV4","2118","ETV4","false","ETV4"
"1502","2410091M23Rik","120507","55211","DPPA4","9606",,"DPPA4","55211","DPPA4","false","DPPA4"
"1503","MED1","114444","8930","MBD4","9606",,"MBD4","8930","MBD4","false","MBD4"
"1504","Ga55","112730","6867","TACC1","9606",,"TACC1","6867","TACC1","false","TACC1"
"1505","HESR3|HEY3|HRT3|bHLHb33","117714","26508","HEYL","9606",,"HEYL","26508","HEYL","false","HEYL"
"1506","","124711","90410","IFT20","9606",,"IFT20","90410","IFT20","false","IFT20"
"1507","p28ING5","124016","84289","ING5","9606",,"ING5","84289","ING5","false","ING5"
"1508","","125400","114932","MRFAP1L1","9606","PP784","MRFAP1L1","114932","MRFAP1L1","false","MRFAP1L1"
"1509","MKP-5|MKP5","116389","11221","DUSP10","9606",,"DUSP10","11221","DUSP10","false","DUSP10"
"1510","Ptg-12|Snu23|hSNU23","127499","153527","ZMAT2","9606",,"ZMAT2","153527","ZMAT2","false","ZMAT2"
"1511","PAM14|PGR1","125039","93621","MRFAP1","9606",,"MRFAP1","93621","MRFAP1","false","MRFAP1"
"1512","","130398","286514","MAGEB18","9606",,"MAGEB18","286514","MAGEB18","false","MAGEB18"
"1513","GPP34R","120500","55204","GOLPH3L","9606","RP11-54A4.7","GOLPH3L","55204","GOLPH3L","false","GOLPH3L"
"1514","ANCHR|MPFYVE","124370","84936","ZFYVE19","9606",,"ZFYVE19","84936","ZFYVE19","false","ZFYVE19"
"1515","AGM7|GRB1|IMD36|p85|p85-ALPHA","111313","5295","PIK3R1","9606",,"PIK3R1","5295","PIK3R1","false","PIK3R1"
"1516","VIK|VIK-1","122495","79027","ZNF655","9606",,"ZNF655","79027","ZNF655","false","ZNF655"
"1517","CHF1|GRIDLOCK|GRL|HERP1|HESR2|HRT2|bHLHb32","117045","23493","HEY2","9606","RP1-293L8.3","HEY2","23493","HEY2","false","HEY2"
"1518","BRE1|BRE1A|hBRE1","121119","56254","RNF20","9606",,"RNF20","56254","RNF20","false","RNF20"
"1519","HCC-8","122349","64927","TTC23","9606","HCC8","TTC23","64927","TTC23","false","TTC23"
"1520","PICH|RAD26L","120176","54821","ERCC6L","9606",,"ERCC6L","54821","ERCC6L","false","ERCC6L"
"1521","HMGX1|HMGXB1","115643","10363","HMG20A","9606",,"HMG20A","10363","HMG20A","false","HMG20A"
"1522","GBDR1|UBADC1","115691","10422","UBAC1","9606","RP11-432J22.3","UBAC1","10422","UBAC1","false","UBAC1"
"1523","RNB6","119556","51466","EVL","9606",,"EVL","51466","EVL","false","EVL"
"1524","HOX3|HOX3E|cp19","109461","3221","HOXC4","9606",,"HOXC4","3221","HOXC4","false","HOXC4"
"1525","COASTER|dJ417I1.1","117502","26036","ZNF451","9606","RP3-417I1.1","ZNF451","26036","ZNF451","false","ZNF451"
"1526","C8orf61|EPMR","108369","2055","CLN8","9606",,"CLN8","2055","CLN8","false","CLN8"
"1527","","121411","57154","SMURF1","9606",,"SMURF1","57154","SMURF1","false","SMURF1"
"1528","ALS19|HER4|p180erbB4","108378","2066","ERBB4","9606",,"ERBB4","2066","ERBB4","false","ERBB4"
"1529","CAIX|MN","107223","768","CA9","9606",,"CA9","768","CA9","false","CA9"
"1530","ASV|SRC1|c-SRC|p60-Src","112592","6714","SRC","9606","RP5-823N20.1","SRC","6714","SRC","false","SRC"
"1531","JNK|JNK-46|JNK1|JNK1A2|JNK21B1/2|PRKM8|SAPK1|SAPK1c","111585","5599","MAPK8","9606",,"MAPK8","5599","MAPK8","false","MAPK8"
"1532","ECGP|GP96|GRP94|HEL-S-125m|HEL35|TRA1","113036","7184","HSP90B1","9606",,"HSP90B1","7184","HSP90B1","false","HSP90B1"
"1533","HEL-S-305","123224","80311","KLHL15","9606",,"KLHL15","80311","KLHL15","false","KLHL15"
"1534","CAGF29|PACIP1|PAXIP1L|PTIP|TNRC2","116625","22976","PAXIP1","9606","CAGF28","PAXIP1","22976","PAXIP1","false","PAXIP1"
"1535","NFBD1","115014","9656","MDC1","9606","DAAP-285E11.7","MDC1","9656","MDC1","false","MDC1"
"1536","ARHGEF31","108223","1894","ECT2","9606",,"ECT2","1894","ECT2","false","ECT2"
"1537","TAF2C|TAF2C1|TAF4A|TAFII130|TAFII135","112737","6874","TAF4","9606","RP5-1107C24.1","TAF4","6874","TAF4","false","TAF4"
"1538","APH-1B|PRO1328|PSFL|TAAV688","123659","83464","APH1B","9606","UNQ688/PRO1328","APH1B","83464","APH1B","false","APH1B"
"1539","CIP29|HCC1|HSPC316|THO1","124049","84324","SARNP","9606",,"SARNP","84324","SARNP","false","SARNP"
"1540","PHC|PTP","111269","5250","SLC25A3","9606","OK/SW-cl.48","SLC25A3","5250","SLC25A3","false","SLC25A3"
"1541","LH3","114467","8985","PLOD3","9606",,"PLOD3","8985","PLOD3","false","PLOD3"
"1542","C10orf42|CCDC109A","124733","90550","MCU","9606",,"MCU","90550","MCU","false","MCU"
"1543","SKD1|SKD1B|VPS4-2","114901","9525","VPS4B","9606","MIG1","VPS4B","9525","VPS4B","false","VPS4B"
"1544","ALG-2|ALG2|PEF1B","115333","10016","PDCD6","9606",,"PDCD6","10016","PDCD6","false","PDCD6"
"1545","SFRS3|SRp20","112326","6428","SRSF3","9606",,"SRSF3","6428","SRSF3","false","SRSF3"
"1546","HEL-S-66p|IOPPP|PP|PP1|SID6-8061","111460","5464","PPA1","9606","RP11-367H5.1","PPA1","5464","PPA1","false","PPA1"
"1547","TRP14|TXNL5","124277","84817","TXNDC17","9606",,"TXNDC17","84817","TXNDC17","false","TXNDC17"
"1548","MOSC1","122271","64757","MARC1","9606","RP11-295M18.1","MARC1","64757","MARC1","false","MARC1"
