"SUID","AverageShortestPathLength","BetweennessCentrality","biogrid.ALIASES","biogrid.BIOGRID_ID","biogrid.ENTREZ_GENE","biogrid.OFFICIAL_SYMBOL","biogrid.ORGANISM_ID","biogrid.SYSTEMATIC_NAME","canonicalName","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","ID","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"668","4.02733119","0.0","TOP2|TP2A","113006","7153","TOP2A","9606",,"TOP2A","0.24830339","0.0","1","6","7153","false","TOP2A","120.0","1","0","0","0.66362987","false","0","TOP2A","0","0.0"
"669","4.73231511","0.0","CMD1T|LAP2|LEMD4|PRO0868|TP","112967","7112","TMPO","9606",,"TMPO","0.21131306","0.0","1","8","7112","false","TMPO","21.0","1","0","0","0.58529832","false","0","TMPO","0","0.0"
"670","4.95176849","0.0","AP-2|AP-2alpha|AP2TF|BOFS|TFAP2","112878","7020","TFAP2A","9606","RP1-290I10.1","TFAP2A","0.20194805","0.0","1","8","7020","false","TFAP2A","18.0","1","0","0","0.56091461","false","0","TFAP2A","0","0.0"
"671","4.50241158","0.0","ELOB|SIII","112785","6923","TCEB2","9606",,"TCEB2","0.2221032","0.0","1","6","6923","false","TCEB2","58.0","1","0","0","0.61084316","false","0","TCEB2","0","0.0"
"672","4.50241158","0.0","ABC17|ABCB2|APT1|D6S114E|PSF-1|PSF1|RING4|TAP1*0102N|TAP1N","112753","6890","TAP1","9606","DAAP-57C1.5","TAP1","0.2221032","0.0","1","6","6890","false","TAP1","58.0","1","0","0","0.61084316","false","0","TAP1","0","0.0"
"673","4.64951768","0.0","","112608","6730","SRP68","9606",,"SRP68","0.21507607","0.0","1","7","6730","false","SRP68","11.0","1","0","0","0.59449804","false","0","SRP68","0","0.0"
"674","4.1744373","0.0","CP-22|CP22|SCN|V19","112595","6717","SRI","9606",,"SRI","0.23955324","0.0","1","8","6717","false","SRI","85.0","1","0","0","0.64728474","false","0","SRI","0","0.0"
"675","4.68368167","0.0","KIAA0103|TTC35","115046","9694","EMC2","9606",,"EMC2","0.21350725","0.0","1","8","9694","false","EMC2","51.0","1","0","0","0.59070204","false","0","EMC2","0","0.0"
"676","4.68368167","0.0","","111189","5163","PDK1","9606",,"PDK1","0.21350725","0.0","1","8","5163","false","PDK1","51.0","1","0","0","0.59070204","false","0","PDK1","0","0.0"
"677","3.97909968","3.3503E-4","C20orf178|CHMP4A|CTPP3|CTRCT31|SNF7|SNF7-2|Shax1|VPS32B|Vps32-2|dJ553F4.4","126170","128866","CHMP4B","9606",,"CHMP4B","0.25131313","0.0","2","6","128866","false","CHMP4B","70.0","2","0","0","0.66898892","false","0","CHMP4B","71710","0.51111111"
"678","4.77250804","0.0","AGTAVPRL|AII|AVP|C1orf7|CIAS1|CLR1.1|FCAS|FCAS1|FCU|MWS|NALP3|PYPAF1","125319","114548","NLRP3","9606",,"NLRP3","0.20953343","0.0","1","8","114548","false","NLRP3","20.0","1","0","0","0.58083244","false","0","NLRP3","0","0.0"
"679","4.77250804","0.0","FRA2","108638","2355","FOSL2","9606",,"FOSL2","0.20953343","0.0","1","8","2355","false","FOSL2","20.0","1","0","0","0.58083244","false","0","FOSL2","0","0.0"
"680","4.73231511","0.0","HIP116|HIP116A|HLTF1|RNF80|SMARCA3|SNF2L3|ZBU1","112480","6596","HLTF","9606",,"HLTF","0.21131306","0.0","1","8","6596","false","HLTF","21.0","1","0","0","0.58529832","false","0","HLTF","0","0.0"
"681","4.73231511","0.0","APNH|NHE-1|NHE1|PPP1R143","112438","6548","SLC9A1","9606","RP4-633N17.1","SLC9A1","0.21131306","0.0","1","8","6548","false","SLC9A1","21.0","1","0","0","0.58529832","false","0","SLC9A1","0","0.0"
"682","4.50241158","0.0","ATRC1|CAT-1|ERR|HCAT1|REC1L","112432","6541","SLC7A1","9606","RP11-274A8.1","SLC7A1","0.2221032","0.0","1","6","6541","false","SLC7A1","58.0","1","0","0","0.61084316","false","0","SLC7A1","0","0.0"
"683","4.1744373","0.0","4F2|4F2HC|4T2HC|CD98|CD98HC|MDU1|NACAE","112411","6520","SLC3A2","9606",,"SLC3A2","0.23955324","0.0","1","8","6520","false","SLC3A2","85.0","1","0","0","0.64728474","false","0","SLC3A2","0","0.0"
"684","4.04823151","2.8418E-4","CD362|HSPG|HSPG1|SYND2","112285","6383","SDC2","9606",,"SDC2","0.24702145","0.0","2","6","6383","false","SDC2","56.0","2","0","0","0.66130761","false","0","SDC2","43558","0.50458716"
"685","3.93609325","0.0","KIAA0310|SEC16L|p250","115247","9919","SEC16A","9606","RP11-413M3.10","SEC16A","0.25405902","0.0","1","6","9919","false","SEC16A","69.0","1","0","0","0.67376742","false","0","SEC16A","0","0.0"
"686","3.93609325","0.0","4930573H17Rik|B230215M10Rik|GAS41|NUBI-1|YAF9","113761","8089","YEATS4","9606",,"YEATS4","0.25405902","0.0","1","6","8089","false","YEATS4","69.0","1","0","0","0.67376742","false","0","YEATS4","0","0.0"
"687","3.80305466","0.00339921","AUTSX5|DXS648|DXS648E|L10|NOV|QM","112054","6134","RPL10","9606","XX-FW83563B9.1","RPL10","0.26294652","0.0","3","6","6134","false","RPL10","38.0","3","0","0","0.68854948","false","0","RPL10","159280","0.33333333"
"688","4.31752412","0.0","SAX3","112019","6092","ROBO2","9606",,"ROBO2","0.23161422","0.0","1","7","6092","false","ROBO2","72.0","1","0","0","0.63138621","false","0","ROBO2","0","0.0"
"689","4.31752412","0.0","ARA24|Gsp1|TC4","111837","5901","RAN","9606","OK/SW-cl.81","RAN","0.23161422","0.0","1","7","5901","false","RAN","72.0","1","0","0","0.63138621","false","0","RAN","0","0.0"
"690","5.01889068","0.0","RAL","111834","5898","RALA","9606",,"RALA","0.19924722","0.0","1","8","5898","false","RALA","32.0","1","0","0","0.55345659","false","0","RALA","0","0.0"
"691","4.0562701","0.00125877","BRCC5|HRAD51|HsRad51|HsT16930|MRMV2|RAD51A|RECA","111825","5888","RAD51","9606",,"RAD51","0.24653191","0.0","2","6","5888","false","RAD51","69.5","2","0","0","0.66041443","false","0","RAD51","96222","0.5"
"692","4.32154341","0.0","GCP5","125353","114791","TUBGCP5","9606",,"TUBGCP5","0.23139881","0.0","1","8","114791","false","TUBGCP5","37.0","1","0","0","0.63093962","false","0","TUBGCP5","0","0.0"
"693","4.1744373","3.9578E-4","LK4|dA59H18.2|dA59H18.3|hCERK","122291","64781","CERK","9606","RP6-59H18.1","CERK","0.23955324","0.0","2","8","64781","false","CERK","44.0","2","0","0","0.64728474","false","0","CERK","77182","0.5"
"694","4.32154341","0.0","HSA275986|Nbla00360|SMAD4IP1|SMIF","120914","55802","DCP1A","9606",,"DCP1A","0.23139881","0.0","1","8","55802","false","DCP1A","37.0","1","0","0","0.63093962","false","0","DCP1A","0","0.0"
"695","3.94614148","4.7613E-4","GCT2|GOT1|GOT1B|YMR292W","119232","51026","GOLT1B","9606","CGI-141","GOLT1B","0.2534121","0.0","3","7","51026","false","GOLT1B","58.66666667","3","0","0","0.67265095","false","0","GOLT1B","81890","0.35378323"
"696","4.32154341","0.0","HGL|LGL2","110181","3993","LLGL2","9606",,"LLGL2","0.23139881","0.0","1","8","3993","false","LLGL2","37.0","1","0","0","0.63093962","false","0","LLGL2","0","0.0"
"697","4.50241158","0.0","ALS18","111237","5216","PFN1","9606",,"PFN1","0.2221032","0.0","1","6","5216","false","PFN1","58.0","1","0","0","0.61084316","false","0","PFN1","0","0.0"
"698","5.01889068","0.0","E14|E14/NPAT|p220","110924","4863","NPAT","9606",,"NPAT","0.19924722","0.0","1","8","4863","false","NPAT","32.0","1","0","0","0.55345659","false","0","NPAT","0","0.0"
"699","3.77652733","0.00422716","ACN|BANF|SCH","110844","4771","NF2","9606",,"NF2","0.26479353","0.0","5","6","4771","false","NF2","61.0","5","0","0","0.69149696","false","0","NF2","640924","0.21582734"
"700","4.02733119","0.0","CSA19|Csa-19|L10A|NEDD6","110813","4736","RPL10A","9606",,"RPL10A","0.24830339","0.0","1","6","4736","false","RPL10A","120.0","1","0","0","0.66362987","false","0","RPL10A","0","0.0"
"701","4.50241158","0.0","FSGS6|HuncM-IC|MYO1C","110727","4643","MYO1E","9606",,"MYO1E","0.2221032","0.0","1","6","4643","false","MYO1E","58.0","1","0","0","0.61084316","false","0","MYO1E","0","0.0"
"702","4.31752412","0.0","BBMI|DFNA48|MIHC|MYHL","110724","4640","MYO1A","9606",,"MYO1A","0.23161422","0.0","1","7","4640","false","MYO1A","72.0","1","0","0","0.63138621","false","0","MYO1A","0","0.0"
"703","4.50241158","0.0","CD136|CDw136|PTK8|RON","110592","4486","MST1R","9606",,"MST1R","0.2221032","0.0","1","6","4486","false","MST1R","58.0","1","0","0","0.61084316","false","0","MST1R","0","0.0"
"704","4.50241158","0.0","KIA|MIB-|MIB-1|PPP1R105","110434","4288","MKI67","9606","RP11-380J17.2","MKI67","0.2221032","0.0","1","6","4288","false","MKI67","58.0","1","0","0","0.61084316","false","0","MKI67","0","0.0"
"705","4.95176849","0.0","MAPKKK4|MEKK 4|MEKK4|MTK1|PRO0412","110380","4216","MAP3K4","9606","RP3-473J16.4","MAP3K4","0.20194805","0.0","1","8","4216","false","MAP3K4","18.0","1","0","0","0.56091461","false","0","MAP3K4","0","0.0"
"706","4.73231511","0.0","AUTSX3|MRX16|MRX79|MRXS13|MRXSL|PPMX|RS|RTS|RTT","110368","4204","MECP2","9606",,"MECP2","0.21131306","0.0","1","8","4204","false","MECP2","21.0","1","0","0","0.58529832","false","0","MECP2","0","0.0"
"707","4.50241158","0.0","MATA2|MATII|SAMS2","110314","4144","MAT2A","9606",,"MAT2A","0.2221032","0.0","1","6","4144","false","MAT2A","58.0","1","0","0","0.61084316","false","0","MAT2A","0","0.0"
"708","4.23874598","0.0","PAK2|PRK2|PRKCL2|PRO2042|Pak-2|STK7","111572","5586","PKN2","9606","RP5-905H16.1","PKN2","0.23591883","0.0","1","6","5586","false","PKN2","72.0","1","0","0","0.64013934","false","0","PKN2","0","0.0"
"709","4.93729904","0.0","Pep8b","125215","112936","VPS26B","9606",,"VPS26B","0.20253989","0.0","1","8","112936","false","VPS26B","28.0","1","0","0","0.56252233","false","0","VPS26B","0","0.0"
"710","5.01889068","0.0","IMPD2|IMPDH-II","109828","3615","IMPDH2","9606","hCG_2002013","IMPDH2","0.19924722","0.0","1","8","3615","false","IMPDH2","32.0","1","0","0","0.55345659","false","0","IMPDH2","0","0.0"
"711","3.81310289","0.0","CEP170L|FAM68B|KIAA0470L","570479","645455","CEP170P1","9606",,"CEP170P1","0.26225361","0.0","1","6","645455","false","CEP170P1","277.0","1","0","0","0.68743301","false","0","CEP170P1","0","0.0"
"712","3.81310289","0.0","APOLLO|SNM1B|SNMIB","122331","64858","DCLRE1B","9606",,"DCLRE1B","0.26225361","0.0","1","6","64858","false","DCLRE1B","277.0","1","0","0","0.68743301","false","0","DCLRE1B","0","0.0"
"713","3.81310289","0.0","CARF","120743","55602","CDKN2AIP","9606",,"CDKN2AIP","0.26225361","0.0","1","6","55602","false","CDKN2AIP","277.0","1","0","0","0.68743301","false","0","CDKN2AIP","0","0.0"
"714","3.67202572","1.6684E-4","RNF201","120460","55159","RFWD3","9606",,"RFWD3","0.27232925","0.0","2","6","55159","false","RFWD3","225.0","2","0","0","0.70310825","false","0","RFWD3","68260","0.56281407"
"715","3.81310289","0.0","ANOP2|MAA2|MCOPS2","120228","54880","BCOR","9606",,"BCOR","0.26225361","0.0","1","6","54880","false","BCOR","277.0","1","0","0","0.68743301","false","0","BCOR","0","0.0"
"716","3.81310289","0.0","FBX|FBX07|FBX7|PARK15|PKPS","117326","25793","FBXO7","9606","LL22NC03-28H9.2","FBXO7","0.26225361","0.0","1","6","25793","false","FBXO7","277.0","1","0","0","0.68743301","false","0","FBXO7","0","0.0"
"717","3.67202572","1.6684E-4","","114080","8508","NIPSNAP1","9606",,"NIPSNAP1","0.27232925","0.0","2","6","8508","false","NIPSNAP1","225.0","2","0","0","0.70310825","false","0","NIPSNAP1","68260","0.56281407"
"718","3.81310289","0.0","PEPCK|PEPCK-M|PEPCK2","111137","5106","PCK2","9606",,"PCK2","0.26225361","0.0","1","6","5106","false","PCK2","277.0","1","0","0","0.68743301","false","0","PCK2","0","0.0"
"719","3.7857717","2.4779E-4","BM600-125KDA|LAM5|LAMNB1","110108","3914","LAMB3","9606","RP1-272L16.3","LAMB3","0.26414694","0.0","2","6","3914","false","LAMB3","157.0","2","0","0","0.69046981","false","0","LAMB3","59820","0.51485149"
"720","3.81310289","0.0","NIPSNAP2","108901","2631","GBAS","9606",,"GBAS","0.26225361","0.0","1","6","2631","false","GBAS","277.0","1","0","0","0.68743301","false","0","GBAS","0","0.0"
"721","3.81310289","0.0","GBA1|GCB|GLUC","108899","2629","GBA","9606",,"GBA","0.26225361","0.0","1","6","2629","false","GBA","277.0","1","0","0","0.68743301","false","0","GBA","0","0.0"
"722","3.67202572","1.6684E-4","DDBB|UV-DDB2","108010","1643","DDB2","9606",,"DDB2","0.27232925","0.0","2","6","1643","false","DDB2","225.0","2","0","0","0.70310825","false","0","DDB2","68260","0.56281407"
"723","3.97990354","0.0","NXP2|ZCW5|ZCWCC3","117062","23515","MORC3","9606",,"MORC3","0.25126237","0.0","1","6","23515","false","MORC3","152.0","1","0","0","0.66889961","false","0","MORC3","0","0.0"
"724","3.97990354","0.0","ERK-1|ERK1|ERT2|HS44KDAP|HUMKER1A|P44ERK1|P44MAPK|PRKM3|p44-ERK1|p44-MAPK","111581","5595","MAPK3","9606",,"MAPK3","0.25126237","0.0","1","6","5595","false","MAPK3","152.0","1","0","0","0.66889961","false","0","MAPK3","0","0.0"
"725","5.01889068","0.0","H3.3A|H3F3","109272","3020","H3F3A","9606","RP11-396C23.1","H3F3A","0.19924722","0.0","1","8","3020","false","H3F3A","32.0","1","0","0","0.55345659","false","0","H3F3A","0","0.0"
"726","4.6937299","0.0","GalNAc-T2","108862","2590","GALNT2","9606","RP5-956O18.1","GALNT2","0.21305018","1.0","2","8","2590","false","GALNT2","26.5","2","0","0","0.58958557","false","0","GALNT2","0","0.57608696"
"727","4.50241158","0.0","EF1G|GIG35","108257","1937","EEF1G","9606","PRO1608","EEF1G","0.2221032","0.0","1","6","1937","false","EEF1G","58.0","1","0","0","0.61084316","false","0","EEF1G","0","0.0"
"728","4.50241158","0.0","EF-1D|EF1D|FP1047","108256","1936","EEF1D","9606","UNQ601","EEF1D","0.2221032","0.0","1","6","1936","false","EEF1D","58.0","1","0","0","0.61084316","false","0","EEF1D","0","0.0"
"729","4.02733119","0.0","LCA","107621","1211","CLTA","9606",,"CLTA","0.24830339","0.0","1","6","1211","false","CLTA","120.0","1","0","0","0.66362987","false","0","CLTA","0","0.0"
"730","4.50241158","0.0","G6|NCC27","107604","1192","CLIC1","9606","DADB-110M10.1","CLIC1","0.2221032","0.0","1","6","1192","false","CLIC1","58.0","1","0","0","0.61084316","false","0","CLIC1","0","0.0"
"731","4.50241158","0.0","CLC-7|CLC7|OPTA2|OPTB4|PPP1R63","107600","1186","CLCN7","9606","LA16c-390E6.1","CLCN7","0.2221032","0.0","1","6","1186","false","CLCN7","58.0","1","0","0","0.61084316","false","0","CLCN7","0","0.0"
"732","4.31752412","0.0","CHS|CHS1","107552","1130","LYST","9606",,"LYST","0.23161422","0.0","1","7","1130","false","LYST","72.0","1","0","0","0.63138621","false","0","LYST","0","0.0"
"733","4.25763666","0.0","CALPAIN4|CANP|CANPS|CAPN4|CDPS|CSS1","107276","826","CAPNS1","9606",,"CAPNS1","0.23487209","0.0","1","6","826","false","CAPNS1","105.0","1","0","0","0.63804037","false","0","CAPNS1","0","0.0"
"734","4.25763666","0.0","","116285","11104","KATNA1","9606",,"KATNA1","0.23487209","0.0","1","6","11104","false","KATNA1","105.0","1","0","0","0.63804037","false","0","KATNA1","0","0.0"
"735","4.02733119","0.0","ATP6N1|ATP6N1A|Stv1|VPP1|Vph1|a1","107018","535","ATP6V0A1","9606",,"ATP6V0A1","0.24830339","0.0","1","6","535","false","ATP6V0A1","120.0","1","0","0","0.66362987","false","0","ATP6V0A1","0","0.0"
"736","4.02733119","0.0","ATP6B1B2|ATP6B2|HO57|VATB|VPP3|Vma2","107009","526","ATP6V1B2","9606",,"ATP6V1B2","0.24830339","0.0","1","6","526","false","ATP6V1B2","120.0","1","0","0","0.66362987","false","0","ATP6V1B2","0","0.0"
"737","4.50241158","0.0","ATPE|MC5DN3","106999","514","ATP5E","9606",,"ATP5E","0.2221032","0.0","1","6","514","false","ATP5E","58.0","1","0","0","0.61084316","false","0","ATP5E","0","0.0"
"738","4.02733119","0.0","ANX1|LPC1","106798","301","ANXA1","9606","RP11-71A24.1","ANXA1","0.24830339","0.0","1","6","301","false","ANXA1","120.0","1","0","0","0.66362987","false","0","ANXA1","0","0.0"
"739","5.01889068","0.0","HIHGHH|PKBB|PKBBETA|PRKBB|RAC-BETA","106711","208","AKT2","9606",,"AKT2","0.19924722","0.0","1","8","208","false","AKT2","32.0","1","0","0","0.55345659","false","0","AKT2","0","0.0"
"740","3.98030547","9.4967E-4","EMC5|TMEM32","125021","93380","MMGT1","9606","RP11-274K13.3","MMGT1","0.251237","0.0","3","7","93380","false","MMGT1","54.0","3","0","0","0.66885495","false","0","MMGT1","87658","0.34415584"
"741","4.28336013","0.0","NIF3L1BP1|fSAP24|hTREX30","123138","80145","THOC7","9606",,"THOC7","0.23346157","0.0","1","8","80145","false","THOC7","65.0","1","0","0","0.63518221","false","0","THOC7","0","0.0"
"742","4.08199357","2.0594E-4","CXorf3|THO2|dJ506G2.1|hTREX120","121436","57187","THOC2","9606","RP5-1189B24.5","THOC2","0.24497834","0.0","2","7","57187","false","THOC2","68.5","2","0","0","0.65755627","false","0","THOC2","32880","0.51136364"
"743","4.28336013","0.0","RRP41|RRP41A|Rrp41p|SKI6|Ski6p|hRrp41p|p12A","120007","54512","EXOSC4","9606",,"EXOSC4","0.23346157","0.0","1","8","54512","false","EXOSC4","65.0","1","0","0","0.63518221","false","0","EXOSC4","0","0.0"
"744","4.28336013","0.0","ERIC-1|ERIC1","115723","10460","TACC3","9606",,"TACC3","0.23346157","0.0","1","8","10460","false","TACC3","65.0","1","0","0","0.63518221","false","0","TACC3","0","0.0"
"745","4.08199357","2.0594E-4","HPR1|P84|P84N5","115305","9984","THOC1","9606",,"THOC1","0.24497834","0.0","2","7","9984","false","THOC1","68.5","2","0","0","0.65755627","false","0","THOC1","32880","0.51136364"
"746","4.28336013","0.0","ALS21|MPD2|VCPDM","115126","9782","MATR3","9606",,"MATR3","0.23346157","0.0","1","8","9782","false","MATR3","65.0","1","0","0","0.63518221","false","0","MATR3","0","0.0"
"747","3.76045016","2.5619E-4","CMM6","113351","7517","XRCC3","9606",,"XRCC3","0.26592561","0.0","2","6","7517","false","XRCC3","171.0","2","0","0","0.69328332","false","0","XRCC3","100934","0.52469136"
"748","5.01889068","0.0","ACY-1|ACY1D|HEL-S-5","106610","95","ACY1","9606",,"ACY1","0.19924722","0.0","1","8","95","false","ACY1","32.0","1","0","0","0.55345659","false","0","ACY1","0","0.0"
"749","3.81310289","0.0","AHA1|C14orf3|p38","115846","10598","AHSA1","9606","HSPC322","AHSA1","0.26225361","0.0","1","6","10598","false","AHSA1","277.0","1","0","0","0.68743301","false","0","AHSA1","0","0.0"
"750","4.2335209","0.0","C3orf1","119451","51300","TIMMDC1","9606","UNQ247/PRO284","TIMMDC1","0.23621001","0.0","1","6","51300","false","TIMMDC1","59.0","1","0","0","0.6407199","false","0","TIMMDC1","0","0.0"
"751","4.2335209","0.0","B16.6|CDA016|GRIM-19|GRIM19","119270","51079","NDUFA13","9606","CGI-39","NDUFA13","0.23621001","0.0","1","6","51079","false","NDUFA13","59.0","1","0","0","0.6407199","false","0","NDUFA13","0","0.0"
"752","4.2335209","0.0","B14.7|CI-B14.7","125981","126328","NDUFA11","9606",,"NDUFA11","0.23621001","0.0","1","6","126328","false","NDUFA11","59.0","1","0","0","0.6407199","false","0","NDUFA11","0","0.0"
"753","3.81310289","0.0","H3.1|H3/d|H3FD","113949","8353","HIST1H3E","9606","RP1-34B20.8","HIST1H3E","0.26225361","0.0","1","6","8353","false","HIST1H3E","277.0","1","0","0","0.68743301","false","0","HIST1H3E","0","0.0"
"754","5.38303859","0.0","ADIP","125567","117178","SSX2IP","9606",,"SSX2IP","0.18576869","0.0","1","8","117178","false","SSX2IP","20.0","1","0","0","0.51299571","false","0","SSX2IP","0","0.0"
"755","5.38303859","0.0","DEEPEST|MAP126|hMAP126","115861","10615","SPAG5","9606",,"SPAG5","0.18576869","0.0","1","8","10615","false","SPAG5","20.0","1","0","0","0.51299571","false","0","SPAG5","0","0.0"
"756","5.31350482","0.0","LUMAN|LZIP|sLZIP","115751","10488","CREB3","9606",,"CREB3","0.1881997","0.0","1","8","10488","false","CREB3","5.0","1","0","0","0.52072169","false","0","CREB3","0","0.0"
"757","4.39107717","0.0","BM032|CENP-J|CPAP|LAP|LIP1|MCPH6|SASS4|SCKL4|Sas-4","120939","55835","CENPJ","9606","RP11-756A22.2","CENPJ","0.22773455","0.0","1","6","55835","false","CENPJ","37.0","1","0","0","0.62321365","false","0","CENPJ","0","0.0"
"758","4.04421222","0.0","JBTS6|MECKELIN|MKS3|NPHP11|TNEM67","124799","91147","TMEM67","9606",,"TMEM67","0.24726694","0.0","1","7","91147","false","TMEM67","99.0","1","0","0","0.6617542","false","0","TMEM67","0","0.0"
"759","4.22508039","2.5712E-4","","119415","51259","TMEM216","9606","HSPC244","TMEM216","0.23668189","0.0","2","6","51259","false","TMEM216","34.5","2","0","0","0.64165773","false","0","TMEM216","14124","0.5"
"760","3.80466238","0.0072657","","128342","200728","TMEM17","9606",,"TMEM17","0.26283541","0.06666667","6","6","200728","false","TMEM17","41.5","6","0","0","0.68837085","false","0","TMEM17","531006","0.17156863"
"761","4.04421222","0.0","JBTS13|TECT1","122738","79600","TCTN1","9606","UNQ9369/PRO34160","TCTN1","0.24726694","0.0","1","7","79600","false","TCTN1","99.0","1","0","0","0.6617542","false","0","TCTN1","0","0.0"
"762","4.27853698","0.0","COD1|CORDX1|CRD|PCDX|RP15|RP3|XLRP3|orf15","112030","6103","RPGR","9606",,"RPGR","0.23372475","0.0","1","6","6103","false","RPGR","65.0","1","0","0","0.63571811","false","0","RPGR","0","0.0"
"763","4.50241158","0.0","LBN","126340","132884","EVC2","9606",,"EVC2","0.2221032","0.0","1","6","132884","false","EVC2","58.0","1","0","0","0.61084316","false","0","EVC2","0","0.0"
"764","3.95699357","0.0","CALT|CEN2","107496","1069","CETN2","9606",,"CETN2","0.25271712","0.0","1","7","1069","false","CETN2","173.0","1","0","0","0.67144516","false","0","CETN2","0","0.0"
"765","4.46463023","0.0","C3orf34|MOSPGF","124410","84984","CEP19","9606","HSD5","CEP19","0.22398272","0.0","1","8","84984","false","CEP19","30.0","1","0","0","0.61504109","false","0","CEP19","0","0.0"
"766","3.97829582","8.6362E-4","DAP-150|DP-150|P135","108007","1639","DCTN1","9606",,"DCTN1","0.25136391","0.0","2","7","1639","false","DCTN1","68.0","2","0","0","0.66907824","false","0","DCTN1","115060","0.5"
"767","3.8227492","0.00222281","CAP-1A|CAP1A","126318","132320","SCLT1","9606",,"SCLT1","0.26159184","0.0","3","6","132320","false","SCLT1","75.0","3","0","0","0.6863612","false","0","SCLT1","160912","0.33944954"
"768","4.04421222","0.0","CORS3|FTM|JBTS7|MKS5|NPHP8|PPP1R134","116911","23322","RPGRIP1L","9606",,"RPGRIP1L","0.24726694","0.0","1","7","23322","false","RPGRIP1L","99.0","1","0","0","0.6617542","false","0","RPGRIP1L","0","0.0"
"769","4.46463023","0.0","Alb|FBF-1","124465","85302","FBF1","9606",,"FBF1","0.22398272","0.0","1","8","85302","false","FBF1","30.0","1","0","0","0.61504109","false","0","FBF1","0","0.0"
"770","4.04421222","0.0","CEP1|CEP110|FAN|bA165P4.1","116248","11064","CNTRL","9606","RP11-165P4.1","CNTRL","0.24726694","0.0","1","7","11064","false","CNTRL","99.0","1","0","0","0.6617542","false","0","CNTRL","0","0.0"
"771","4.25763666","0.0","NPHP15","116561","22897","CEP164","9606",,"CEP164","0.23487209","0.0","1","6","22897","false","CEP164","105.0","1","0","0","0.63804037","false","0","CEP164","0","0.0"
"772","3.94935691","2.7355E-4","C14orf145|C14orf61|LEDP/132","126920","145508","CEP128","9606",,"CEP128","0.25320578","0.0","2","6","145508","false","CEP128","68.0","2","0","0","0.67229368","false","0","CEP128","40460","0.51145038"
"773","4.17162379","1.499E-4","MCPH4|MCPH9|SCKL5","116642","22995","CEP152","9606",,"CEP152","0.23971481","0.0","2","6","22995","false","CEP152","40.5","2","0","0","0.64759736","false","0","CEP152","21902","0.50641026"
"774","4.39107717","0.0","C6orf84|KIAA1009|QN1","116506","22832","CEP162","9606","RP1-76K10.1","CEP162","0.22773455","0.0","1","6","22832","false","CEP162","37.0","1","0","0","0.62321365","false","0","CEP162","0","0.0"
"775","4.61053055","0.0","GlyBP|KIAA0562","115080","9731","CEP104","9606","RP1-286D6.4","CEP104","0.21689478","1.0","2","8","9731","false","CEP104","19.5","2","0","0","0.59882994","false","0","CEP104","0","0.609375"
"776","4.05426045","0.00236624","C10orf61|JBTS18|OFD4|TECT3","117565","26123","TCTN3","9606","RP11-7D5.3","TCTN3","0.24665411","0.0","4","6","26123","false","TCTN3","41.75","4","0","0","0.66063773","false","0","TCTN3","206586","0.25310559"
"777","3.5028135","0.03723879","ACATN|AT-1|AT1|CCHLND|SPG42","114632","9197","SLC33A1","9606",,"SLC33A1","0.2854848","0.0","58","5","9197","false","SLC33A1","1.79310345","58","0","0","0.72190961","false","0","SLC33A1","3435598","0.02478448"
"778","4.42524116","0.00136544","C5orf19|SGC32445|SPG72","119459","51308","REEP2","9606",,"REEP2","0.22597639","0.06666667","6","7","51308","false","REEP2","4.16666667","6","0","0","0.61941765","false","0","REEP2","78626","0.20588235"
"779","4.02974277","0.00383287","C12orf38|MKS8|TECT2","122955","79867","TCTN2","9606",,"TCTN2","0.2481548","0.0","5","6","79867","false","TCTN2","36.6","5","0","0","0.66336191","false","0","TCTN2","371256","0.20342857"
"780","3.95699357","0.0","BBS13|MES|MKS|POC12","120249","54903","MKS1","9606",,"MKS1","0.25271712","0.0","1","7","54903","false","MKS1","173.0","1","0","0","0.67144516","false","0","MKS1","0","0.0"
"781","3.95699357","0.0","B9|EPPB9|MKS9|MKSR1","117986","27077","B9D1","9606",,"B9D1","0.25271712","0.0","1","7","27077","false","B9D1","173.0","1","0","0","0.67144516","false","0","B9D1","0","0.0"
"782","4.28898714","0.0","AHI-1|JBTS3|ORF1|dJ71N10.1","120163","54806","AHI1","9606","RP1-32B1.2","AHI1","0.23315528","0.0","1","8","54806","false","AHI1","49.0","1","0","0","0.63455698","false","0","AHI1","0","0.0"
"783","4.20377814","0.0","CEP4|KIAA0635|MCPH8","115018","9662","CEP135","9606",,"CEP135","0.23788125","0.0","1","6","9662","false","CEP135","69.0","1","0","0","0.64402465","false","0","CEP135","0","0.0"
"784","4.2335209","0.0","PRO0213|TRFP","114862","9477","MED20","9606","RP5-973N23.1","MED20","0.23621001","0.0","1","6","9477","false","MED20","59.0","1","0","0","0.6407199","false","0","MED20","0","0.0"
"785","4.93729904","0.0","ARC36|DRIP36|HSPC126|TRAP36|VDRIP","118849","29079","MED4","9606","RP11-90M2.2","MED4","0.20253989","0.0","1","8","29079","false","MED4","28.0","1","0","0","0.56252233","false","0","MED4","0","0.0"
